 1486.2    1.981063
 1496.2   -3.370389
 1506.2   -6.027928
 1516.2   -7.748426
 1526.2   -8.783767
 1536.2   -9.305754
 1546.2   -9.458006
 1556.2   -9.357290
 1566.2   -9.093147
 1576.2   -8.730753
 1586.2   -8.315587
 1596.2   -7.878262
 1606.2   -7.438690
 1616.2   -7.009329
 1626.2   -6.597576
 1636.2   -6.207458
 1646.2   -5.840800
 1656.2   -5.498021
 1666.2   -5.178672
 1676.2   -4.881786
 1686.2   -4.606113
 1696.2   -4.350270
 1706.2   -4.112836
 1716.2   -3.892414
 1726.2   -3.687666
 1736.2   -3.497330
 1746.2   -3.320230
 1756.2   -3.155283
 1766.2   -3.001491
 1776.2   -2.857942
 1786.2   -2.723805
 1796.2   -2.598320
 1806.2   -2.480797
 1816.2   -2.370608
 1826.2   -2.267181
 1836.2   -2.169996
 1846.2   -2.078578
 1856.2   -1.992496
 1866.2   -1.911356
 1876.2   -1.834798
 1886.2   -1.762493
 1896.2   -1.694142
 1906.2   -1.629468
 1916.2   -1.568220
 1926.2   -1.510166
 1936.2   -1.455092
 1946.2   -1.402804
 1956.2   -1.353121
 1966.2   -1.305877
 1976.2   -1.260919
 1986.2   -1.218105
 1996.2   -1.177303
 2006.2   -1.138393
 2016.2   -1.101263
 2026.2   -1.065807
 2036.2   -1.031929
 2046.2   -0.999539
 2056.2   -0.968553
 2066.2   -0.938893
 2076.2   -0.910485
 2086.2   -0.883264
 2096.2   -0.857164
 2106.2   -0.832126
 2116.2   -0.808095
 2126.2   -0.785020
 2136.2   -0.762851
 2146.2   -0.741542
 2156.2   -0.721052
 2166.2   -0.701339
 2176.2   -0.682366
 2186.2   -0.664097
 2196.2   -0.646499
 2206.2   -0.629540
 2216.2   -0.613191
 2226.2   -0.597423
 2236.2   -0.582210
 2246.2   -0.567527
 2256.2   -0.553350
 2266.2   -0.539657
 2276.2   -0.526427
 2286.2   -0.513640
 2296.2   -0.501277
 2306.2   -0.489320
 2316.2   -0.477752
 2326.2   -0.466556
 2336.2   -0.455718
 2346.2   -0.445222
 2356.2   -0.435056
 2366.2   -0.425205
 2376.2   -0.415658
 2386.2   -0.406402
 2396.2   -0.397426
 2406.2   -0.388720
 2416.2   -0.380272
 2426.2   -0.372073
 2436.2   -0.364115
 2446.2   -0.356387
 2456.2   -0.348881
 2466.2   -0.341589
 2476.2   -0.334504
 2486.2   -0.327618
 2496.2   -0.320923
