 1486.2   25.625268
 1496.2   21.420625
 1506.2   18.882394
 1516.2   16.445857
 1526.2   14.145519
 1536.2   12.052061
 1546.2   10.205216
 1556.2    8.612380
 1566.2    7.259336
 1576.2    6.120769
 1586.2    5.167630
 1596.2    4.371429
 1606.2    3.706350
 1616.2    3.150020
 1626.2    2.683564
 1636.2    2.291310
 1646.2    1.960366
 1656.2    1.680177
 1666.2    1.442119
 1676.2    1.239147
 1686.2    1.065496
 1696.2    0.916439
 1706.2    0.788087
 1716.2    0.677232
 1726.2    0.581217
 1736.2    0.497834
 1746.2    0.425241
 1756.2    0.361897
 1766.2    0.306504
 1776.2    0.257969
 1786.2    0.215367
 1796.2    0.177912
 1806.2    0.144935
 1816.2    0.115862
 1826.2    0.090202
 1836.2    0.067534
 1846.2    0.047493
 1856.2    0.029763
 1866.2    0.014071
 1876.2    0.000181
 1886.2   -0.012116
 1896.2   -0.023001
 1906.2   -0.032631
 1916.2   -0.041146
 1926.2   -0.048668
 1936.2   -0.055305
 1946.2   -0.061151
 1956.2   -0.066292
 1966.2   -0.070801
 1976.2   -0.074745
 1986.2   -0.078181
 1996.2   -0.081164
 2006.2   -0.083738
 2016.2   -0.085946
 2026.2   -0.087826
 2036.2   -0.089409
 2046.2   -0.090727
 2056.2   -0.091805
 2066.2   -0.092668
 2076.2   -0.093338
 2086.2   -0.093833
 2096.2   -0.094173
 2106.2   -0.094371
 2116.2   -0.094442
 2126.2   -0.094401
 2136.2   -0.094257
 2146.2   -0.094021
 2156.2   -0.093704
 2166.2   -0.093313
 2176.2   -0.092857
 2186.2   -0.092342
 2196.2   -0.091776
 2206.2   -0.091163
 2216.2   -0.090509
 2226.2   -0.089819
 2236.2   -0.089098
 2246.2   -0.088348
 2256.2   -0.087575
 2266.2   -0.086781
 2276.2   -0.085968
 2286.2   -0.085141
 2296.2   -0.084301
 2306.2   -0.083450
 2316.2   -0.082591
 2326.2   -0.081725
 2336.2   -0.080854
 2346.2   -0.079980
 2356.2   -0.079103
 2366.2   -0.078226
 2376.2   -0.077349
 2386.2   -0.076474
 2396.2   -0.075600
 2406.2   -0.074730
 2416.2   -0.073863
 2426.2   -0.073001
 2436.2   -0.072144
 2446.2   -0.071292
 2456.2   -0.070447
 2466.2   -0.069608
 2476.2   -0.068776
 2486.2   -0.067951
 2496.2   -0.067133
